,system,ff,guest_type,total,bond,ang,dih,v14,e14,ele,vdw,total_sem,bond_sem,ang_sem,dih_sem,v14_sem,e14_sem,ele_sem,vdw_sem
108,b-ham-s,smirnoff,aliphatic_ammoniums,1.7905870045105985,-0.9885154448800861,-4.448730192351022,10.287952980482743,0.5942053972911978,2.8136260863524285,-3.7886692013562424,-2.67928262102987,0.8209852175800576,0.09936255403546311,0.4983650468088763,1.2500564808795331,0.12523452731981538,0.4953700826068153,0.7236441162827045,0.1417296621089438
109,b-ham-s,bgbg_tip3p,aliphatic_ammoniums,3.0714625221698952,-0.8847327731265366,-3.6821741356930033,9.187431209995424,0.7481352229705394,1.75936418911715,-1.5319628046963771,-2.524598386404705,0.6040707560034505,0.14332571099826955,0.6654971064587109,1.5455259152942165,0.09307804153755934,0.40730801931071725,0.818846776884609,0.20592005596408774
110,b-ham-p,smirnoff,aliphatic_ammoniums,1.204814062883088,-0.5286537279543069,-2.4307644060005913,5.987434716324174,0.6262507168973244,3.3388811096793916,-3.6351214069327398,-2.1532129391052877,0.7366014177608304,0.13973252168854902,0.7248776628347064,1.5274354716442866,0.28568043491793027,1.3714766592192895,1.4969776091140774,0.2674627815718624
111,b-ham-p,bgbg_tip3p,aliphatic_ammoniums,-0.2232717545120977,-0.3916828078591763,-1.615110052264896,3.483962027630554,0.11598961176034805,1.9611756867076338,-1.7615492098884715,-2.0160570105663282,1.362758486765694,0.23672794237033995,1.1561510510338615,2.650791581912546,0.3847389044436512,1.682864722606261,1.6839785160922378,0.32312953635958325
112,b-hep-s,smirnoff,aliphatic_carboxylates,-0.09219760720952763,-1.1426871271332644,-4.670087641137457,11.22288725397749,0.6690089747067347,2.8940096349169835,-6.452099653521145,-2.613229049012716,0.41434967840958437,0.05704219603344332,0.24409024537735322,0.6506881134214084,0.12427627314165102,0.49144531186700285,0.5535021326288836,0.1770600655966077
113,b-hep-s,bgbg_tip3p,aliphatic_carboxylates,1.9292992694900022,-1.212446051688076,-5.054220578045104,12.684107263159092,0.9504180292973317,3.0728345718166565,-6.295702973748121,-2.215690991284191,0.3176835883148319,0.05054948642579468,0.26173686452142475,0.5794092401816715,0.027681644536598302,0.24390525715614442,0.5081674433771192,0.1510455551339926
114,b-hep-p,smirnoff,aliphatic_carboxylates,0.17957453757117037,-1.2061879543010008,-5.271116513174391,12.183790437533276,0.47618679531623087,3.7780394131088997,-6.678972108118614,-3.1021655327822373,0.7621978602649263,0.10332402563987268,0.4721451513387924,1.1113894623110754,0.2353605949255871,0.7826473919270599,0.9106907192769536,0.18572037670464356
115,b-hep-p,bgbg_tip3p,aliphatic_carboxylates,1.7410500019650499,-1.2248411746752694,-5.293224956213692,12.744458823743031,0.8800284178851143,4.319091819084633,-6.675432109441317,-3.009030818406245,0.2816232237608088,0.07091312013191814,0.3048484141279805,0.7443994645774702,0.06813289195334388,0.423962363021759,0.7335292702373734,0.21265174779059443
116,b-hex-p,smirnoff,aliphatic_carboxylates,-1.1000119823402201,-0.45148073297481517,-2.425199199871699,5.306080376740709,0.4240231805106376,3.951356634734566,-5.426682998862816,-2.4781092425801035,1.4337422342337878,0.23177021419303984,1.0852844942474238,2.6864810922752693,0.4148727461917599,1.8549685150721622,2.28957359682472,0.2331450894817833
117,b-hex-p,bgbg_tip3p,aliphatic_carboxylates,-0.6221745079892571,-0.261998281627676,-1.023925232834685,2.560000162229727,0.2009490622848915,0.3432179498457799,-0.20360700558376266,-2.236811162324102,0.8967032996917509,0.23858456045545234,1.0697402663370528,2.5544021189342896,0.1422991462756574,0.9658688655937521,1.4083411025464037,0.22148894937292524
118,b-hex-s,smirnoff,aliphatic_carboxylates,0.6839196387736592,-0.920932260901175,-3.5013377594553816,9.334626353914274,0.5244083065228438,2.8062986324240455,-5.2773348181654,-2.281808815542263,0.6787437508985109,0.07739191478257149,0.3638644943635187,0.9241918977424439,0.11952804214558412,0.48929860530699426,0.6218854769216511,0.1471698917742994
119,b-hex-s,bgbg_tip3p,aliphatic_carboxylates,2.1349910381431982,-0.9882370086364318,-3.8890365118849246,10.349925856610298,0.7745965149404128,2.7734857174614262,-4.939818260114407,-1.945925270245425,0.3625443095699138,0.0638319415538309,0.25559293888610013,0.6206602526705787,0.048633405240496766,0.19734329214636998,0.3996820355099273,0.1488716477668625
120,b-m4c-s,smirnoff,cyclic_alcohols,2.7795330324515817,-1.2420294216263912,-5.951082659682314,14.28759824846216,1.0370543435279913,6.862290055796734,-8.517262542904064,-3.6970349910907316,0.5371449618780633,0.11878837280712148,0.6794348519937268,1.2285463192297612,0.18622014178304327,0.9963839638348236,1.456969276860494,0.1545094670303309
121,b-m4c-s,bgbg_tip3p,cyclic_alcohols,3.30097136024051,-1.2252568547006888,-5.658872087004511,13.138955291256622,0.7697108641939607,3.4030044596513562,-3.486960988433566,-3.639609324730827,0.423029594873283,0.20415486251945217,0.8641295548432496,1.9984334360685778,0.14312289048864651,1.8380931777143557,2.284212306044448,0.5477877060403665
