               Atom 1               Atom 2               Atom 3               Atom 4     Height  Periodic.      Phase  EEL Scale  VDW Scale
        3   O1 (   3)        1   C1 (   1)        4   C2 (   4)        6   O2 (   6)     0.1440     3.0000     0.0000     1.2000     2.0000
M       3   O1 (   3)        1   C1 (   1)        4   C2 (   4)        6   O2 (   6)     1.1750     2.0000     0.0000     1.0000     1.0000
        3   O1 (   3)        1   C1 (   1)        4   C2 (   4)        8   C3 (   8)     0.1560     3.0000     0.0000     1.2000     2.0000
       16   O5 (  16)        1   C1 (   1)        4   C2 (   4)        6   O2 (   6)     0.1440     3.0000     0.0000     1.2000     2.0000
M      16   O5 (  16)        1   C1 (   1)        4   C2 (   4)        6   O2 (   6)     1.1750     2.0000     0.0000     1.0000     1.0000
       16   O5 (  16)        1   C1 (   1)        4   C2 (   4)        8   C3 (   8)     0.1560     3.0000     0.0000     1.2000     2.0000
        6   O2 (   6)        4   C2 (   4)        8   C3 (   8)       10   O3 (  10)     0.1440     3.0000     0.0000     1.2000     2.0000
M       6   O2 (   6)        4   C2 (   4)        8   C3 (   8)       10   O3 (  10)     1.1750     2.0000     0.0000     1.0000     1.0000
        6   O2 (   6)        4   C2 (   4)        8   C3 (   8)       12   C4 (  12)     0.1560     3.0000     0.0000     1.2000     2.0000
        1   C1 (   1)        4   C2 (   4)        8   C3 (   8)       10   O3 (  10)     0.1560     3.0000     0.0000     1.2000     2.0000
        1   C1 (   1)        4   C2 (   4)        8   C3 (   8)       12   C4 (  12)     0.1800     3.0000     0.0000     1.2000     2.0000
M       1   C1 (   1)        4   C2 (   4)        8   C3 (   8)       12   C4 (  12)     0.2500     2.0000   180.0000     1.0000     1.0000
M       1   C1 (   1)        4   C2 (   4)        8   C3 (   8)       12   C4 (  12)     0.2000     1.0000   180.0000     1.0000     1.0000
       10   O3 (  10)        8   C3 (   8)       12   C4 (  12)       14   C5 (  14)     0.1560     3.0000     0.0000     1.2000     2.0000
       10   O3 (  10)        8   C3 (   8)       12   C4 (  12)      108   O1 ( 108)     0.1440     3.0000     0.0000     1.2000     2.0000
M      10   O3 (  10)        8   C3 (   8)       12   C4 (  12)      108   O1 ( 108)     1.1750     2.0000     0.0000     1.0000     1.0000
        4   C2 (   4)        8   C3 (   8)       12   C4 (  12)       14   C5 (  14)     0.1800     3.0000     0.0000     1.2000     2.0000
M       4   C2 (   4)        8   C3 (   8)       12   C4 (  12)       14   C5 (  14)     0.2500     2.0000   180.0000     1.0000     1.0000
M       4   C2 (   4)        8   C3 (   8)       12   C4 (  12)       14   C5 (  14)     0.2000     1.0000   180.0000     1.0000     1.0000
        4   C2 (   4)        8   C3 (   8)       12   C4 (  12)      108   O1 ( 108)     0.1560     3.0000     0.0000     1.2000     2.0000
       16   O5 (  16)       14   C5 (  14)       12   C4 (  12)      108   O1 ( 108)     0.1440     3.0000     0.0000     1.2000     2.0000
M      16   O5 (  16)       14   C5 (  14)       12   C4 (  12)      108   O1 ( 108)     1.1750     2.0000     0.0000     1.0000     1.0000
       17   C6 (  17)       14   C5 (  14)       12   C4 (  12)      108   O1 ( 108)     0.1560     3.0000     0.0000     1.2000     2.0000
M       8   C3 (   8)       12   C4 (  12)       14   C5 (  14)       16   O5 (  16)     0.1560     3.0000     0.0000     1.0000     1.0000
