,mean,sem,ci_low,ci_high
MSE,-0.10130733742744229,0.21483847049128513,-0.5354905500780389,0.3063841352526894
MUE,0.5860254097399271,0.1430008892515123,0.32912040611497406,0.8853968465375981
R,0.6739294519520288,0.17263777401118865,0.2562662985195089,0.9191260578156181
R**2,0.4839847072238999,0.20492971542562985,0.06700490112281335,0.8447927101556789
RMSE,0.7612062260953042,0.17563401797053452,0.4324871579993636,1.1143561429679856
Tau,0.4358133155071169,0.18075015550009133,0.03975690090603473,0.7452413135250993
intercept,-1.0594369849839829,0.8521171186953291,-2.767349804267634,0.5432179433424595
slope,0.6879165645288049,0.24932523922666341,0.1894558280834835,1.1586504351288032
