               Atom 1               Atom 2               Atom 3               Atom 4     Height  Periodic.      Phase  EEL Scale  VDW Scale
       17   C6 (  c3)       14   C5 (  c3)       12   C4 (  c3)      108   O1 (  os)     0.1556     3.0000     0.0000     1.2000     2.0000
       16   O5 (  os)        1   C1 (  c3)        3   O1 (  os)       33   C4 (  c3)     1.3500     1.0000   180.0001     1.2000     2.0000
M      16   O5 (  os)        1   C1 (  c3)        3   O1 (  os)       33   C4 (  c3)     0.8500     2.0000   180.0001     1.2000     2.0000
M      16   O5 (  os)        1   C1 (  c3)        3   O1 (  os)       33   C4 (  c3)     0.1000     3.0000     0.0000     1.2000     2.0000
       16   O5 (  os)       14   C5 (  c3)       12   C4 (  c3)      108   O1 (  os)     1.1750     2.0000     0.0000     1.2000     2.0000
M      16   O5 (  os)       14   C5 (  c3)       12   C4 (  c3)      108   O1 (  os)     0.1440     3.0000     0.0000     1.2000     2.0000
       16   O5 (  os)       14   C5 (  c3)       17   C6 (  c3)       20   O6 (  oh)     1.1750     2.0000     0.0000     1.2000     2.0000
M      16   O5 (  os)       14   C5 (  c3)       17   C6 (  c3)       20   O6 (  oh)     0.1440     3.0000     0.0000     1.2000     2.0000
       14   C5 (  c3)       12   C4 (  c3)      108   O1 (  os)      106   C1 (  c3)     0.1000     2.0000   180.0001     1.2000     2.0000
M      14   C5 (  c3)       12   C4 (  c3)      108   O1 (  os)      106   C1 (  c3)     0.3830     3.0000     0.0000     1.2000     2.0000
       12   C4 (  c3)       14   C5 (  c3)       17   C6 (  c3)       20   O6 (  oh)     0.1556     3.0000     0.0000     1.2000     2.0000
       12   C4 (  c3)      108   O1 (  os)      106   C1 (  c3)      109   C2 (  c3)     0.1000     2.0000   180.0001     1.2000     2.0000
M      12   C4 (  c3)      108   O1 (  os)      106   C1 (  c3)      109   C2 (  c3)     0.3830     3.0000     0.0000     1.2000     2.0000
       12   C4 (  c3)      108   O1 (  os)      106   C1 (  c3)      121   O5 (  os)     1.3500     1.0000   180.0001     1.2000     2.0000
M      12   C4 (  c3)      108   O1 (  os)      106   C1 (  c3)      121   O5 (  os)     0.8500     2.0000   180.0001     1.2000     2.0000
M      12   C4 (  c3)      108   O1 (  os)      106   C1 (  c3)      121   O5 (  os)     0.1000     3.0000     0.0000     1.2000     2.0000
       10   O3 (  oh)        8   C3 (  c3)       12   C4 (  c3)       14   C5 (  c3)     0.1556     3.0000     0.0000     1.2000     2.0000
       10   O3 (  oh)        8   C3 (  c3)       12   C4 (  c3)      108   O1 (  os)     1.1750     2.0000     0.0000     1.2000     2.0000
M      10   O3 (  oh)        8   C3 (  c3)       12   C4 (  c3)      108   O1 (  os)     0.1440     3.0000     0.0000     1.2000     2.0000
