,mean,sem,ci_low,ci_high
MSE,1.8409093902895288,0.2686544202894039,1.312827564028404,2.3667135328286335
MUE,2.124873695622462,0.21496054342762622,1.7152735613326269,2.5581878590610176
R,0.620599630160114,0.09682183327337651,0.411981511864099,0.7900605043989929
R**2,0.39451836835328785,0.11699614328302622,0.16972876611782872,0.6241956006111911
RMSE,2.5399432400496824,0.23470346997396146,2.0782864060798736,2.998261904735408
Tau,0.49567926910299,0.08446761064717603,0.31561461794019935,0.64562569213732
intercept,1.3590777491868953,0.5995192350804607,0.3110693607827948,2.6658960323754544
slope,0.7964594421162771,0.18093284492214173,0.4695243519413059,1.1817763281244416
